amount,sex,month,day,grade
28.1,female,5,26,3
23.2,name,5,26,1
28.7,female,5,26,2
22.2,name,3,26,4
25.9,female,4,26,4
22.3,name,5,26,1
22.4,female,3,26,2
24,name,4,26,4
27.3,female,4,26,3
26.5,name,4,26,4
27.2,female,3,26,4
24.4,name,5,26,2
26.2,female,5,26,2
22.9,name,4,26,3
28.9,female,3,26,4
26.8,name,3,26,2
26.3,female,5,26,3
24.9,name,3,26,1
24.5,female,5,26,1
28.1,name,4,26,2
24.7,female,4,26,2
27.8,name,3,26,4
23,female,4,26,1
25,name,4,26,2
22.4,female,5,26,4
24,name,4,26,4
23.9,female,4,26,4
27,name,4,26,3
24.5,female,5,26,4
27.6,name,5,26,2
25.5,female,5,26,2
22.6,name,5,26,3
26.8,female,4,26,4
22.5,name,5,26,1
25.8,female,3,26,3
28.9,name,3,26,2
23.2,female,3,26,1
22.9,name,4,26,2
25.8,female,3,26,2
23.4,name,3,26,1
27.9,female,,26,2
28,name,4,26,3
24.4,female,5,26,1
24.1,name,3,27,1
28.4,female,5,27,2
23.8,name,3,27,2
23.7,female,3,27,1
27.2,name,3,27,3
26.7,female,3,27,4
25.4,name,5,27,1
27.3,female,3,27,3
24.5,name,4,27,2
25.3,female,5,27,3
26.3,name,5,27,3
26.3,female,5,27,1
26.9,name,4,27,2
22.2,female,5,27,3
23.7,name,4,27,3
24.8,female,5,27,3
27.1,name,3,27,1
27,female,3,27,4
27.2,name,3,27,3
25.9,female,4,27,4
24.1,name,4,27,2
27.1,female,3,27,1
23,name,3,27,1
24.1,female,3,27,4
24.5,name,4,27,2
25.9,female,4,27,4
26.3,name,5,27,1
25,female,3,27,2
24.8,name,3,27,4
27.7,female,3,27,3
25.3,name,4,27,4
26.8,female,3,27,4
27.9,name,3,27,2
27.8,female,4,27,1
23.9,name,4,27,1
29,female,3,27,3
25,name,5,27,2
24.3,female,5,27,4
27.8,name,4,27,2
23,female,5,27,3
28.8,name,3,27,2
25.9,female,5,27,3
22.8,name,5,27,2
24.7,female,3,27,1
28.7,name,3,27,3
22.3,female,4,27,2
24.3,name,4,27,3
22,female,3,27,3
24,,5,27,4
23.7,female,5,27,3
24.2,name,5,28,3
27.2,female,4,28,4
28.9,name,3,28,3
22.8,female,5,28,3
29,name,5,28,1
24.8,female,5,28,3
28.3,name,5,28,1
23.6,female,4,28,1
26.4,name,5,28,2
26.4,female,4,28,1
24.9,name,5,28,1
26.3,female,3,28,4
28.9,name,3,28,1
26.8,female,5,28,3
22.7,name,3,28,4
27.2,female,3,28,3
23,name,4,28,3
25.2,female,4,28,2
27.3,name,5,28,2
23.8,female,3,28,4
25.3,name,4,28,1
26.9,female,3,28,4
26.4,name,4,28,4
23.6,female,5,28,1
22.9,name,5,28,3
28.9,female,3,28,3
31.2,name,5,28,3
30.4,female,5,28,2
27,name,5,28,2
29.1,female,3,28,3
31.1,name,5,28,2
30.3,female,4,28,2
28.8,name,3,28,3
28.5,female,3,28,1
29,name,3,28,4
27.1,female,5,28,3
30.1,name,4,28,3
28.8,female,5,28,3
27.1,name,5,28,1
27,female,5,28,1
28.3,name,3,28,1
30.6,female,3,28,3
27.8,name,3,28,2
30.2,female,3,28,1
28.8,name,5,28,1
27.5,female,4,28,4
28.7,name,5,29,3
32,female,3,29,3
28.2,name,5,29,3
30.4,female,3,29,1
31.8,name,3,29,1
30.5,female,3,29,1
28,name,4,29,4
29.3,female,3,29,4
27.2,name,3,29,1
27.9,female,5,29,4
29.3,name,5,29,3
,female,3,29,4
27.2,name,5,29,3
31.8,female,5,29,3
31.9,name,5,29,4
30.6,female,4,29,4
31.8,name,3,29,2
29.8,female,4,29,4
27.6,name,5,29,3
27.1,female,3,29,2
29.3,name,3,29,4
30.9,female,3,29,2
30.6,name,5,29,1
30.8,female,4,29,4
27.4,name,5,29,1
28.7,female,3,29,4
27.5,name,3,29,3
31.1,female,5,29,3
30.6,name,4,29,1
31.2,female,4,29,3
29.5,name,3,29,2
29.1,female,4,29,4
30.8,name,5,29,1
30.6,female,4,29,3
31,name,3,29,3
30.1,female,5,29,1
29.4,name,4,29,4
29.5,female,3,29,2
30,name,4,29,3
31.6,female,4,29,2
28.9,name,5,29,1
30.6,female,4,29,3
30.5,name,4,29,1
27.3,female,5,29,2
29.9,name,3,29,1
32,female,4,29,2
29.3,name,4,29,4
28.8,female,3,29,1
29,name,3,29,1
31.6,female,5,29,4
31.6,name,4,30,3
29.2,female,3,30,2
28.8,name,3,30,3
29.7,female,5,30,1
29,name,3,30,2
32,female,4,30,3
31.3,name,4,30,1
27,female,5,30,1
27.4,name,5,30,1
28.5,female,4,30,2
28.8,name,5,30,4
31,female,3,30,1
28.6,name,3,30,1
29.9,female,3,30,4
27.8,name,5,30,4
31.2,female,5,30,4
29.8,name,4,30,4
29.6,female,3,30,2
28,name,4,30,3
31.6,female,3,30,4
27.3,name,5,30,4
31.8,female,4,30,1
31.9,name,4,30,4
27.7,female,5,30,4
31.7,name,4,30,4
27.3,female,5,30,1
27.9,name,3,30,3
29,female,3,30,3
27.2,name,3,30,2
30.6,female,3,30,4
29,name,5,30,1
27.3,female,,30,3
31.9,name,4,30,3
30.9,female,5,30,3
28,name,3,30,4
32,female,5,30,3
30.5,name,4,30,2
31.1,female,3,30,2
28.5,name,3,30,1
27.5,female,5,30,1
28.9,name,5,30,4
29,female,5,30,3
31.5,name,3,30,1
29.1,female,4,30,3
28,name,3,30,4
28.2,female,3,30,1
31.2,name,3,30,2
28.5,female,5,30,2
27.2,name,4,30,2
29.6,female,3,30,4
27,name,3,31,2
25.9,female,5,31,4
25.8,name,5,31,1
33.4,female,4,31,1
29.6,name,3,31,4
32.6,female,3,31,1
34.4,name,4,31,4
34.2,female,4,31,4
28.3,name,3,31,4
31.3,female,5,31,3
32.9,name,5,31,3
27.4,female,5,31,3
32.7,name,3,31,4
28.1,female,4,31,2
33.9,name,4,31,4
34.2,female,5,31,3
29.6,name,4,31,3
25.9,female,5,31,2
26.9,name,3,31,4
27.4,female,5,31,1
21.5,name,3,31,3
31.3,female,3,31,3
20.2,name,5,31,1
28,female,4,31,2
27.8,name,4,31,4
27,female,4,31,4
27,name,5,31,4
31.8,female,4,31,2
20.4,name,5,31,2
29.3,female,5,31,3
28.5,name,3,31,4
31.5,female,3,31,4
22.5,name,5,31,3
27.2,female,3,31,
26.7,name,4,31,1
31,female,5,31,1
29.3,name,4,31,3
27.4,female,5,31,2
27.4,name,3,31,2
27.2,female,4,31,2
22.1,name,4,31,2
30.6,female,5,31,4
27.2,name,4,31,2
27.7,female,3,31,1
24.3,name,3,31,2
27.7,female,4,31,4
20.1,name,3,31,4
28.2,female,3,1,1
28,female,5,1,1
27,female,5,1,1
27.2,female,3,1,4
29.6,female,5,1,2
29.3,female,3,1,4
27.6,female,4,1,1
29.5,female,3,1,3
31.4,female,4,1,4
29.1,female,5,1,3
28,female,4,1,1
29.1,female,3,1,2
27.6,female,5,1,3
28.6,female,3,1,2
31,female,5,1,2
30.5,female,5,1,2
29.3,female,4,1,4
31,female,5,1,1
,female,5,1,2
31,female,3,1,2
29.2,female,4,1,3
29.1,female,5,1,4
30.5,female,4,1,3
28.1,female,5,1,3
27.8,female,5,1,1
29.1,female,3,1,3
31.8,female,5,1,1
27.3,female,3,1,4
29.6,female,4,1,1
29.8,female,5,1,4
29.7,female,4,1,4
29,female,4,1,2
31.9,female,3,1,2
30.3,female,4,1,4
30.2,female,5,1,2
28.4,female,4,1,2
27.3,female,5,1,3
27.4,female,5,1,1
31.9,female,5,1,3
29.2,female,4,1,4
28.3,female,3,1,2
29.6,female,5,1,4
29.5,female,5,1,2
26.3,female,3,1,1
28.4,female,3,1,3
28.3,female,5,1,4
27.4,female,5,1,3
34,female,5,1,3
26.8,female,5,1,3
27.3,female,4,1,3
29.7,female,4,1,4
31.8,female,3,1,4
33,female,3,1,1
29.8,female,4,1,4
26.4,female,4,1,4
33.8,female,3,1,4
26.7,female,3,1,2
28.7,male,5,1,4
28.6,male,4,1,1
28,male,4,1,3
29.2,male,4,1,2
27.1,male,3,1,4
28.8,male,5,1,3
28.7,male,5,1,2
28.1,male,4,1,2
31.4,male,4,1,2
28.8,male,3,1,4
30.3,male,5,1,4
29.7,male,3,1,4
28.5,male,5,1,3
31.1,male,3,1,3
31.3,male,3,1,4
31,male,3,1,3
27.6,male,4,1,2
30.2,male,4,1,4
27,male,3,1,3
27.1,male,4,1,2
27.3,male,3,1,3
31.3,male,3,1,3
27,male,4,1,2
32,male,4,1,4
31.3,male,3,1,2
27.9,,3,1,4
31.8,male,3,1,3
28.6,male,4,1,2
31.3,male,5,1,2
28,male,3,1,3
29.8,male,3,1,4
31.4,male,3,1,4
28.7,male,4,1,2
27.3,male,3,1,1
28.7,male,5,1,1
29.7,male,4,1,2
28.1,male,3,1,4
28.9,male,3,1,3
28.1,male,5,1,1
31.7,male,4,1,3
32,male,3,1,2
30.4,male,4,1,1
28.2,male,5,1,4
30.9,male,4,1,2
28.1,male,4,1,3
27.1,male,4,1,4
30.1,male,3,1,3
31.4,male,3,1,3
28.4,male,3,1,2
27.7,male,4,1,3
28.5,male,4,1,1
31.7,male,3,1,2
30.8,male,5,1,4
30.6,male,3,1,1
30.9,male,5,1,1
28.2,male,5,1,2
30.6,male,5,1,1
28.2,male,3,1,2
29.5,male,5,1,3
29.8,male,5,1,2
27.6,male,4,1,2
30.3,male,3,1,2
31.1,male,5,1,2
27.8,male,3,1,1
30.7,male,5,1,1
31.5,male,3,1,3
30.3,male,3,1,1
31.2,male,4,1,3
29.2,male,5,1,2
28.7,male,3,1,3
29.7,male,5,1,2
27.5,male,3,1,4
29.3,male,3,1,2
31.9,male,4,1,3
27.7,male,5,1,3
28.9,male,4,1,3
27.5,male,5,1,2
31.7,male,5,1,3
30.2,male,3,1,1
27.2,male,4,1,1
28.9,male,5,1,1
29.2,male,4,1,4
27.8,male,4,1,2
29.8,male,3,1,2
27.4,male,3,1,3
26.9,male,4,1,3
30.8,male,4,1,4
29.7,male,4,1,4
28.7,male,5,1,4
28.8,male,5,1,3
25.3,male,3,1,1
29.2,male,5,1,2
29.7,male,3,1,2
34.1,male,4,1,3
32.2,male,5,1,3
25.4,male,3,1,3
28.3,male,5,1,1
34.8,male,4,1,2
25.9,male,3,1,3
29.2,male,5,1,4
27.4,male,3,1,2
33.7,male,5,1,4
31.7,male,4,1,3
34,male,5,1,1
29.3,male,5,1,4
21.8,male,3,1,2
39.5,male,4,1,3
37.5,male,5,1,2
48.3,male,3,1,3
34.2,male,4,1,3
46.7,female,5,1,1
25.1,male,4,1,1
33.8,female,5,1,2
45,female,5,1,1
52,female,5,1,1
40.9,female,5,1,2
46.9,female,4,1,1
41.1,female,4,1,2
40.3,female,4,1,4
51.2,female,4,1,4
35.4,female,4,1,2
43.1,female,3,1,4
37.5,female,5,1,2
43,female,3,1,3
50.9,female,5,1,1
40.2,female,3,1,2
40.2,female,5,1,4
47.1,female,3,1,1
38.2,female,3,1,2
51.6,female,4,1,1
36.1,female,4,1,2
44.6,female,4,1,1
40.1,female,,1,4
45.3,female,3,1,3
36.7,female,4,1,3
47.1,female,5,1,2
45.5,female,4,1,2
46.4,female,3,1,4
36.9,female,3,1,4
31.6,female,4,2,1
25,female,3,2,4
30.7,female,4,2,1
29.8,female,3,2,2
28,female,4,2,4
26.5,female,3,2,4
28.8,female,5,2,3
25.3,female,4,2,3
25.4,female,3,2,4
30.9,female,5,2,3
26.7,female,3,2,2
27.4,female,3,2,2
28.5,female,5,2,2
26.9,female,3,2,2
26.5,female,3,2,3
29.2,female,4,2,3
28.2,female,5,2,3
30.5,female,3,2,4
29.5,female,4,2,1
29.9,female,4,2,1
25.5,female,3,2,1
30.9,female,5,2,4
29.1,female,5,2,2
31.2,female,5,2,3
25.9,female,5,2,4
30.5,female,5,2,1
25.2,female,5,2,3
26.7,female,3,2,1
27.1,female,5,2,2
26.6,female,4,2,4
26.8,female,5,2,1
27.5,female,4,2,3
30.6,female,4,2,2
27.4,female,4,2,4
25.6,female,5,2,4
26.3,female,5,2,2
30.3,female,3,2,2
25.2,female,3,2,4
29,female,5,2,2
29.4,female,5,2,4
25.6,female,5,2,1
26,female,4,2,4
29.3,female,5,2,3
29.4,female,4,2,4
30,female,3,2,2
29.6,female,4,2,3
27.8,female,5,2,2
31.5,female,5,2,3
25,female,4,2,2
28.5,female,5,2,3
29.4,female,5,2,1
33,female,5,2,1
25.3,female,3,2,1
27.2,female,5,2,3
30.2,female,5,2,4
32.9,female,4,2,4
28.7,female,3,2,1
26.5,female,3,2,3
31.1,female,4,2,4
33.5,female,3,2,3
27.5,male,5,2,4
28.7,male,3,2,1
30.4,male,5,2,
30.8,male,3,2,1
30.2,male,4,2,1
31.3,male,4,2,1
30.6,male,4,2,3
27.6,male,4,2,1
29.8,male,5,2,4
29.8,male,4,2,1
28.1,male,4,2,4
31.9,male,5,2,2
29.2,male,3,2,3
28.7,male,5,2,2
31.9,male,4,2,3
31.8,male,4,2,3
29.6,male,5,2,1
28.1,male,3,2,3
29.6,male,5,2,4
30.3,male,4,2,3
30.5,male,4,2,4
30.6,male,4,2,3
31.9,male,5,2,2
30.9,male,4,2,3
28,male,3,2,3
28.2,male,5,2,2
30,male,5,2,2
29.5,male,5,2,1
31.9,male,3,2,1
30.2,male,5,2,4
30.6,male,3,2,1
30,male,4,2,3
27.1,male,5,2,1
28.6,male,4,2,1
28.8,male,4,2,1
30.9,male,5,2,2
26.2,male,3,2,1
30.6,male,3,2,3
25.3,male,3,2,3
26.3,male,5,2,4
26.3,male,5,2,1
28.9,male,3,2,2
27.3,male,5,2,4
29.5,male,5,2,4
26.6,male,5,2,1
25.8,male,5,2,2
30,male,4,2,3
29.7,male,5,2,1
31.1,male,5,2,4
25.5,male,5,2,4
30.5,male,3,2,2
30.4,male,5,2,2
25,male,3,2,4
25.1,male,4,2,4
29.2,male,3,2,2
29.6,male,3,2,2
26.2,male,4,2,1
26.5,male,5,2,4
27.4,male,4,2,3
28,male,3,2,2
25.6,male,3,2,4
25.5,male,3,2,1
25.6,male,3,2,3
26,male,5,2,3
26.8,male,3,2,3
26.2,male,3,2,2
28.8,male,5,2,3
26.3,male,3,2,1
27.6,male,5,2,4
30.8,male,3,2,3
28.4,male,5,2,1
28.6,male,4,2,4
25.3,male,3,2,4
28,male,5,2,3
30.4,male,3,2,1
29.8,male,5,2,3
29.5,male,5,2,1
29.6,male,4,2,4
26.4,male,5,2,1
28.5,male,3,2,3
29,male,4,2,1
31.4,male,5,2,3
30.4,male,3,2,4
26.3,male,3,2,4
31.6,male,4,2,4
26.5,male,4,2,1
26.1,male,5,2,4
31.4,male,3,2,4
31.3,male,5,2,4
25,male,5,2,4
27.1,male,3,2,1
27.8,male,3,2,2
29.8,male,3,2,4
27.8,male,4,2,3
29.4,male,3,2,4
26.7,male,4,2,4
26.8,male,3,2,3
31.9,male,4,2,1
25.2,male,4,2,3
25.9,male,5,2,2
25.1,male,4,2,4
31,male,3,2,2
27.3,male,4,2,1
32,male,5,2,1
34.4,male,5,2,2
26.9,male,5,2,3
34.1,male,5,2,3
27.4,male,4,2,4
32.8,male,4,2,2
29.9,male,5,2,2
25.1,male,5,2,4
34.1,male,5,2,2
25.3,male,5,2,1
27.6,male,3,2,4
33.6,male,3,,1
26.3,male,3,2,4
26.4,male,4,2,3
35,male,5,2,3
33.5,male,4,2,1
40.4,female,3,2,3
36.6,male,4,2,3
23.2,male,5,2,3
38.4,male,5,2,1
26.7,female,4,2,2
22.7,male,5,2,4
20.5,female,5,2,1
29.3,female,4,2,4
39.2,male,3,2,3
26.3,female,5,2,1
32.1,male,3,2,3
30.4,female,5,2,3
30.5,female,4,2,1
26.2,male,5,2,3
22.1,male,3,2,3
34.3,male,4,2,4
40,female,3,2,4
52,female,4,2,4
39.5,female,3,2,2
38.4,female,4,2,3
49,female,4,2,1
37,female,4,2,2
37.2,female,4,2,2
48.7,female,4,2,3
36.7,female,5,2,1
51.7,female,4,2,4
44.9,female,3,2,4
41,female,4,2,3
50.5,female,5,2,2
49.5,female,5,2,4
40,female,4,2,1
49.8,female,4,2,4
35.6,female,5,2,1
43.1,female,5,2,1
41.7,female,5,2,3
48.7,female,3,2,3
39.6,female,5,2,3
47.2,female,5,2,1
40.7,female,3,2,1
49.9,female,3,2,3
40.5,female,3,2,3
50.9,female,4,2,4
50.6,female,5,2,1
35.8,female,5,2,3
26.6,female,5,3,1
30.4,female,3,3,4
25.5,female,4,3,1
26.8,female,5,3,2
25.8,female,5,3,2
28.3,female,5,3,1
29,female,3,3,4
29.5,female,5,3,1
29.6,female,3,3,3
25.6,female,3,3,3
28.5,female,5,3,4
27.7,female,5,3,4
29.1,female,5,3,4
25.1,female,4,3,2
31.4,female,3,3,2
30.8,female,4,3,4
30.6,female,4,3,1
29.7,female,5,3,1
25.8,female,5,3,4
27.1,female,5,3,1
20.4,female,5,3,3
28.5,female,4,3,4
28.7,female,4,3,2
22.8,female,3,3,4
20.5,female,5,3,2
20.4,female,5,3,4
24.4,female,3,3,2
21.1,female,4,3,1
23.1,female,3,3,2
23.7,female,3,3,3
28.5,female,5,3,2
24.1,female,4,3,3
32,female,5,3,4
33.7,female,5,3,1
31.3,female,4,3,2
32,female,3,3,2
30.6,female,4,3,1
26.1,female,5,3,1
35,female,5,3,2
31.9,female,5,3,3
28.2,female,5,3,2
33,female,4,3,2
26.8,female,3,3,3
25.1,female,3,3,3
26.9,female,3,3,2
30.9,female,5,3,3
31.6,male,4,3,3
31.4,male,5,3,3
30,male,3,3,3
25.8,male,4,3,2
26.3,male,5,3,2
27.6,male,4,3,1
26.7,male,3,3,3
25.9,male,4,3,4
31.9,male,5,3,1
31.7,male,3,3,4
28.5,male,4,3,1
25.1,male,3,3,2
27.4,male,5,3,2
26,male,4,3,4
27.7,male,5,3,4
29,male,3,3,4
27.9,male,,3,4
30.9,male,5,3,2
31.7,male,3,3,3
26.7,male,3,3,3
28.1,male,3,3,2
25.6,male,4,3,2
27.5,male,5,3,3
28.9,male,5,3,1
29.4,male,3,3,3
28.2,male,3,3,1
28.2,male,5,3,3
25.2,male,3,3,4
27.2,male,4,3,4
27.5,male,4,3,3
30.8,male,5,3,3
25.5,male,3,3,2
32,male,3,3,1
31.1,male,5,3,3
25.3,male,4,3,2
30.6,male,3,3,3
31.3,male,3,3,3
25.5,male,4,3,1
30.2,male,4,3,3
31.1,male,5,3,3
25.8,male,3,3,3
26.1,male,3,3,4
28.6,male,3,3,2
25.4,male,5,3,2
28.6,male,3,3,4
26.4,male,4,3,1
26.9,male,3,3,3
27.5,male,4,3,4
31.4,male,4,3,1
25.1,male,4,3,4
27.4,male,5,3,3
29.3,male,5,3,1
29.5,male,4,3,3
26.1,male,3,3,3
30,male,4,3,2
28.8,male,4,3,3
25.5,male,5,3,4
27.7,male,3,3,4
31.3,male,5,3,3
28,male,5,3,4
31.4,male,5,3,3
25.1,male,4,3,4
27.5,male,3,3,1
29.5,male,5,3,3
27.5,male,5,3,1
29.3,male,3,3,2
31.3,male,3,3,2
32,male,4,3,1
30.3,male,3,3,4
28.9,male,3,3,3
29.6,male,3,3,1
29.4,male,5,3,2
28,male,4,3,2
32,male,5,3,4
27.4,male,4,3,1
28.3,male,3,3,1
30.5,male,3,3,1
28.7,male,5,3,2
31.4,male,5,3,2
21.8,male,5,3,1
27.9,male,3,3,2
29,male,3,3,2
24.9,male,5,3,2
28.8,male,3,3,2
26,male,5,3,3
24,male,4,3,1
24.3,male,4,3,2
22.6,male,3,3,1
28.4,male,4,3,2
26.8,male,3,3,2
28.5,male,5,3,4
20.7,male,5,3,4
25.6,male,3,3,4
25.3,male,3,3,4
31.5,male,5,3,1
34.9,male,4,3,3
33,male,3,3,3
30.7,male,3,3,2
33.6,male,5,3,4
25.2,male,3,3,1
32.7,male,3,3,4
30.8,male,4,3,1
32.9,male,3,3,4
34.5,male,5,3,3
25.3,male,5,3,4
38.8,male,5,3,3
41.2,male,3,3,1
23.2,male,4,3,1
23.2,male,3,3,1
32.1,female,5,3,1
23.7,male,3,3,4
35.8,male,3,3,3
46.6,male,4,3,1
35.7,female,3,3,4
39.5,male,4,3,3
40.6,male,3,3,1
33.8,,3,3,3
40.4,female,3,3,1
34.7,male,5,3,1
43.9,male,3,3,2
51.2,female,3,3,2
46.8,female,4,3,4
46.7,female,5,3,3
41.1,female,5,3,3
39.1,female,4,3,1
47,female,3,3,2
37.4,female,3,3,1
43.7,female,4,3,2
46.1,female,4,3,4
36.6,female,5,3,2
49.1,female,4,3,1
41.9,female,4,3,2
40,female,5,3,2
37.3,female,5,3,1
51.8,female,3,3,3
48.5,female,5,3,1
44.9,female,5,3,2
38.8,female,5,3,3
37.3,female,5,3,2
47.6,female,4,3,1
45,female,4,3,1
40.1,female,3,3,4
46.6,female,4,3,4
23.3,female,4,4,3
26.3,female,4,4,3
29.2,female,5,4,2
21,female,5,4,4
29.1,female,4,4,1
29.7,female,5,4,4
28.7,female,3,4,3
30,female,3,4,3
27.2,female,3,4,3
22.5,female,5,4,2
21.8,female,4,4,1
30,female,5,4,2
27.3,female,5,4,1
22.6,female,5,4,1
20.3,female,3,4,3
27.5,female,4,4,2
21.8,female,5,4,1
26.6,female,5,4,4
21.1,female,3,4,2
28.1,female,3,4,3
20.7,female,5,4,2
20.1,female,5,4,2
20.3,female,3,4,2
22,female,5,4,2
23.5,female,3,4,2
21.7,female,3,4,1
25.6,female,4,4,1
22.9,female,5,4,4
21.7,female,5,4,3
25.5,female,5,4,2
23.8,female,4,4,2
29.3,female,3,4,1
23.1,female,3,4,1
25.1,female,3,4,1
28.2,female,4,4,4
34.4,female,4,4,4
27.1,female,5,4,3
31.3,female,5,4,3
32.7,female,3,4,1
26.9,female,3,4,2
33.9,female,5,4,1
28.1,female,4,4,2
29,female,4,4,4
32.8,female,4,4,2
32.3,female,5,4,3
33,female,3,4,1
34.9,female,3,4,4
25.8,male,5,4,3
25,male,5,4,4
28.8,male,3,4,4
22.2,male,3,4,4
26.1,male,5,4,2
25.5,male,3,4,1
20.3,male,5,4,4
25.4,male,5,4,3
22.8,male,3,4,2
20.9,male,4,4,3
28.1,male,3,4,2
27,male,5,4,3
26.9,male,5,4,2
26.9,male,3,4,1
21.1,,4,4,1
20.2,male,4,4,1
20.1,male,3,4,2
27.6,male,4,4,4
21.7,male,4,4,1
26.6,male,5,4,2
22.5,male,5,4,1
23.9,male,4,4,2
23.7,male,4,4,1
24.5,male,4,4,4
26.9,male,3,4,1
24.1,male,5,4,1
27.5,male,4,4,1
29.4,male,5,4,1
27.8,male,3,4,2
26.4,male,3,4,2
28.6,male,4,4,1
20.9,male,5,4,2
21,male,4,4,4
22.5,male,4,4,4
29,male,3,4,2
20.4,male,3,4,2
22.9,male,5,4,1
27.5,male,4,4,1
21.6,male,5,4,1
21.8,male,3,4,1
29.8,male,4,4,3
21.8,male,4,4,2
29.5,male,5,4,1
28.9,male,3,4,1
22.2,male,3,4,3
27.6,male,3,4,2
29.4,male,3,4,4
28.6,male,3,4,3
23,male,3,4,2
27,male,5,4,4
29.1,male,5,4,2
21.6,male,5,4,3
24.8,male,3,4,1
20,male,4,4,4
27.2,male,4,4,2
29.4,male,4,4,1
24.6,male,4,4,4
23.1,male,3,4,3
26.7,male,4,4,4
25.3,male,5,4,3
21.5,male,4,4,4
26.4,male,3,4,1
29.6,male,4,4,2
26,male,4,4,1
25.6,male,3,4,3
26.7,male,3,4,2
27.8,male,5,4,4
23.9,male,4,4,4
25.5,male,5,4,1
24.3,male,5,4,3
20,male,5,4,1
22.3,male,4,4,2
21.6,male,4,4,3
27.2,male,4,4,2
24,male,5,4,3
26.6,male,4,4,1
28.3,male,5,4,1
24,male,4,4,1
26.6,male,4,4,3
22.5,male,4,4,1
29.9,male,5,4,1
28.1,male,5,4,2
21.6,male,3,4,1
20.2,male,5,4,1
30.1,male,3,4,1
29.7,male,5,4,4
33.3,male,4,4,2
32.5,male,4,4,4
33.6,male,3,4,4
33.8,male,5,4,4
34.7,male,3,4,1
29.8,male,4,4,1
27.2,male,5,4,3
,male,5,4,3
28.9,male,3,4,2
25.3,male,3,4,2
33.2,male,3,4,2
25.9,male,3,4,4
32.9,male,4,4,3
49,female,4,4,4
27.9,male,5,4,3
30,female,5,4,4
36,male,5,4,4
36,female,4,4,3
33.1,female,3,4,1
42.1,female,4,4,2
20.9,male,3,4,4
45.8,male,3,4,3
32.3,male,4,4,1
21,male,4,4,1
22.6,female,5,4,2
50,female,3,4,3
43.7,female,4,4,3
51,female,5,4,1
51.5,female,3,4,3
49.6,female,4,4,3
36.8,female,5,4,4
37.7,female,5,4,1
39.3,female,5,4,1
45.1,female,3,4,4
46,female,5,4,1
43.5,female,3,4,1
36,female,3,4,2
36.5,female,3,4,2
50,female,5,4,1
45.5,female,4,4,1
38.6,female,3,4,2
37.9,female,3,4,4
40,female,4,4,1
47.5,female,3,4,2
39.5,female,5,4,1
40.6,female,3,4,4
42.7,female,4,4,4
35.7,female,3,4,2
50.7,female,3,4,4
44.7,female,5,4,2
46.3,female,3,4,2
35.9,female,4,4,3
39.7,female,5,4,1
48.2,female,5,4,3
47.5,female,5,4,2
45.2,female,3,4,4
50,female,5,4,3
42,female,4,4,4
26.4,female,3,5,4
27.2,female,3,5,3
28.9,female,3,5,4
23.5,female,4,5,3
27.1,female,5,5,4
25.2,female,5,5,4
21.3,female,5,5,3
,female,5,5,2
22.5,female,4,5,3
28.8,female,4,5,2
22.9,female,4,5,1
23.1,female,4,5,3
26.3,female,4,5,2
20,female,4,5,3
26.2,female,3,5,2
22,female,4,5,4
27.9,female,5,5,2
26,female,5,5,3
29.1,female,5,5,4
26.6,female,5,5,4
26.8,female,3,5,1
29.7,female,4,5,4
31.2,female,3,5,4
29.3,female,5,5,1
29.4,female,4,5,2
27.1,female,4,5,4
28.9,female,3,5,2
28.4,female,4,5,3
30.1,female,3,5,4
27.4,female,4,5,2
31.2,female,3,5,3
29.6,female,4,5,3
29.3,female,3,5,1
31.2,female,3,5,1
30.8,female,5,5,1
31.5,female,3,5,3
31.3,female,4,5,4
31.4,female,5,5,3
28.2,female,4,5,2
31.9,female,3,5,2
29.4,female,3,5,3
30.5,female,5,5,1
31.9,female,4,5,2
27.7,female,4,5,2
27.6,female,5,5,1
30.8,female,4,5,4
31.1,female,4,5,2
28,female,4,5,2
31.8,female,4,5,4
31.9,female,5,5,1
27.3,female,3,5,4
30.8,female,3,5,3
27.6,female,3,5,4
25.9,female,4,5,1
26.1,female,5,5,4
25.7,female,3,5,3
33.6,female,3,5,3
28.2,female,4,5,4
26.7,female,4,5,2
32.2,female,5,5,1
27.1,female,3,5,4
33.2,female,3,5,3
31,female,5,5,2
30.8,female,3,5,2
26.3,female,3,5,3
33.1,female,4,5,1
32.8,female,3,5,1
32.5,female,3,5,3
23.2,male,5,5,4
24.1,male,4,5,2
27.6,male,4,5,4
28.5,male,4,5,3
29.8,male,5,5,2
23.6,male,4,5,2
26,male,3,5,3
23.7,male,5,5,1
22.5,male,5,5,2
21.7,male,5,5,2
22.4,male,4,5,4
23.9,,5,5,4
26.2,male,5,5,4
23.5,male,5,5,1
27.5,male,4,5,1
24.8,male,5,5,4
29.4,male,3,5,4
29.6,male,4,5,4
26.9,male,4,5,3
24,male,5,5,1
25.7,male,4,5,4
23.1,male,3,5,4
28.7,male,5,5,4
24.8,male,4,5,2
28.5,male,4,5,4
22.7,male,4,5,4
26.5,male,4,5,4
24.6,male,5,5,3
24.3,male,3,5,3
26.2,male,3,5,3
20.1,male,3,5,4
25.5,male,4,5,4
22.7,male,3,5,4
21.1,male,4,5,4
22,male,3,5,4
22.2,male,5,5,3
21.9,male,4,5,1
29.2,male,5,5,1
